exception_id,payment_id,transaction_id,invoice_id,customer_id,payment_date,settlement_date,amount,settled_amount,invoice_amount,fees,tax,settlement_difference,invoice_difference,settlement_delay_days,issues,severity,investigation_summary,recommended_action,payment_method,currency,controller_priority,workflow,automation_status,queue_status,controller_version,ai_risk_level,likely_cause,ai_reasoning,ai_recommended_action,requires_human_review,proposed_action,action_risk,approval_required,action_status,execution_allowed,reviewer,review_decision,review_comments,execution_result,approval_status
EXC00011,PAY00059_DUP,TXN00059_DUP,INV00059,CUST0180,2026-08-11,,51185.86,,51185.86,,,,0.0,,MISSING_SETTLEMENT;DUPLICATE_PAYMENT,HIGH,"Payment PAY00059_DUP for ₹51,185.86 has no settlement record. Payment PAY00059_DUP matches another payment on invoice, customer, amount and payment date.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,NETBANKING,INR,HIGH,AI_INVESTIGATION,NOT_AUTOMATED,PENDING,v1.0,HIGH,"The invoice INV00059 appears to have been fully paid by a prior, original transaction, leading to PAY00059_DUP being flagged as a duplicate payment for the same amount. Concurrently, the settlement for this duplicate payment (PAY00059_DUP) is missing, indicating that the funds have not been confirmed as received by the company.","The 'Detected Issue' explicitly states 'DUPLICATE_PAYMENT' and 'MISSING_SETTLEMENT'. The Payment ID 'PAY00059_DUP' and Transaction ID 'TXN00059_DUP' strongly corroborate the duplicate nature. The 'Invoice Difference' of '₹0.00' indicates that the invoice 'INV00059' is already considered paid in full. This strongly suggests that an initial payment settled the invoice, making 'PAY00059_DUP' redundant. Furthermore, the 'Settlement Amount' being 'nan' confirms the 'MISSING_SETTLEMENT' for this specific payment, meaning the funds for 'PAY00059_DUP' are not yet confirmed as received by the business.",1. Investigate the payment history associated with Invoice ID: INV00059 to identify the primary transaction that reconciled the invoice. 2. Verify the actual status of Payment ID: PAY00059_DUP with the NETBANKING provider or bank to confirm whether funds were debited from the customer and if they are pending or failed to reach the company's account.,True,VERIFY_SETTLEMENT,HIGH,REQUIRED,EXECUTED,True,FINANCE_REVIEWER,APPROVE,Approved for controlled sandbox execution.,EXECUTED,APPROVED
EXC00012,PAY00074,TXN00074,INV00074,CUST0266,2026-07-30,,5496.73,,5496.73,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00074 for ₹5,496.73 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,CARD,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,The settlement record for the payment is missing or has not yet been received/processed by the company's financial system.,"The evidence indicates a payment (PAY00074) of ₹5,496.73 was made on 2026-07-30 via CARD, matching the Invoice Amount (INV00074) exactly. However, the 'Settlement Amount' and 'Settlement Date' are both 'nan', confirming the detected issue of 'MISSING_SETTLEMENT'. This implies that the funds paid by the customer have not been settled into the company's accounts, or the settlement details have not been recorded/linked within the system.","Contact the payment processor and/or the acquiring bank for Payment ID PAY00074 (Transaction ID TXN00074) to inquire about the settlement status of the ₹5,496.73 payment made on 2026-07-30. Obtain details regarding the expected settlement date or any issues preventing the settlement.",True,VERIFY_SETTLEMENT,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00013,PAY00075,TXN00075,INV00075,CUST0069,2026-07-30,2026-08-02,66923.98,66923.98,71435.4,1003.86,180.69,0.0,-4511.419999999998,3.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹66,923.98, while invoice amount is ₹71,435.40, creating a difference of ₹4,511.42.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,NETBANKING,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,The payment received is less than the invoiced amount.,"The detected issue is an 'INVOICE_MISMATCH'. The evidence shows the Payment Amount is ₹66,923.98, while the Invoice Amount is ₹71,435.40. This directly leads to an 'Invoice Difference' of ₹-4,511.42, indicating that the payment received was ₹4,511.42 less than the amount expected per the invoice. The Settlement Amount of 66923.98 matches the Payment Amount, confirming that the received funds were correctly settled for the amount paid, but this amount is short of the invoice.","Investigate the reason for the partial payment by contacting Customer CUST0069 to understand why the amount paid (₹66,923.98) is less than the invoiced amount (₹71,435.40) and to resolve the ₹4,511.42 discrepancy.",True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00014,PAY00076,TXN00076,INV00076,CUST0259,2026-07-28,2026-07-30,83141.63,82186.5,83141.63,1247.12,224.48,955.1300000000048,0.0,2.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹83,141.63, while settled amount is ₹82,186.50, creating a difference of ₹955.13.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",WALLET,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Discrepancy in recorded fees and/or tax amounts versus the actual deduction applied to the payment during settlement.,"The 'AMOUNT_MISMATCH' is detected because the 'Payment Amount' (₹83,141.63) differs from the 'Settlement Amount' (₹82,186.50), resulting in an 'Settlement Difference' of ₹955.13 (₹83,141.63 - ₹82,186.50 = ₹955.13). The 'Invoice Amount' (₹83,141.63) matches the 'Payment Amount', indicating the customer paid the correct amount. However, the sum of the provided 'Fees' (₹1,247.12) and 'Tax' (₹224.48) is ₹1,471.60. This sum does not match the actual 'Settlement Difference' of ₹955.13. If the provided 'Fees' and 'Tax' were deducted, the 'Settlement Amount' would be ₹83,141.63 - ₹1,471.60 = ₹81,670.03, which is different from the actual 'Settlement Amount' of ₹82,186.50. This indicates an inconsistency in how the fees and tax associated with this specific transaction's settlement are recorded or calculated compared to the actual amount deducted.",Investigate the detailed breakdown of the 'Fees' and 'Tax' reported for this specific transaction (TXN00076) from the 'WALLET' payment method provider. Reconcile the actual deductions from the payment processor or wallet statement to identify the exact components that constitute the 'Settlement Difference' of ₹955.13 and clarify why the provided 'Fees' and 'Tax' amounts do not align with this difference.,True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00015,PAY00087,TXN00087,INV00087,CUST0042,2026-07-31,2026-08-08,2428.64,2428.64,2428.64,36.43,6.56,0.0,0.0,8.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 8.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,UPI,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,"The settlement of funds occurred 8 days after the payment was initiated, consistent with the 'DELAYED_SETTLEMENT' exception type.","The financial data shows that the Payment Amount, Settlement Amount, and Invoice Amount are all ₹2,428.64, with zero settlement or invoice differences, indicating that the correct amount was eventually settled. However, the Payment Date was 2026-07-31, and the Settlement Date was 2026-08-08, resulting in a Settlement Delay of 8 days. This delay is significant, especially for a UPI payment method, which typically offers near-instant or T+1 settlement.","Investigate the underlying reason for the 8-day settlement delay for this specific UPI transaction. Review payment gateway and bank processing logs to identify any technical issues, holds, or unexpected processing cycles that contributed to the delay. This aims to understand the root cause and potentially prevent recurrence.",True,REVIEW_SETTLEMENT_DELAY,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00016,PAY00106,TXN00106,INV00106,CUST0142,2026-08-16,2026-08-26,59163.9,59163.9,59163.9,887.46,159.74,0.0,0.0,10.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 10.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,NETBANKING,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Standard processing delay associated with NETBANKING payment method.,"The detected issue is a 'DELAYED_SETTLEMENT' with a specific delay of 10 days between the Payment Date (2026-08-16) and the Settlement Date (2026-08-26). Crucially, the 'Settlement Difference' and 'Invoice Difference' are both ₹0.00, indicating that the correct amount (₹59,163.90) was eventually settled. This eliminates concerns about lost funds or incorrect amounts. The payment method used was NETBANKING, which can sometimes experience settlement delays depending on the participating banks, interbank processing times, and potential weekend/holiday periods, making a 10-day delay plausible as a processing-related timing issue rather than a financial discrepancy or error in amount.",Investigate the typical settlement timelines for NETBANKING payments with the specific payment processor and banking partners involved for Customer ID CUST0142. Reconcile the transaction against bank statements to confirm the actual date of funds receipt and verify if the 10-day delay falls within expected operational parameters or indicates a specific bottleneck. No immediate financial action is required as the amounts reconcile.,True,REVIEW_SETTLEMENT_DELAY,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00017,PAY00121,TXN00121,INV00121,CUST0277,2026-08-01,2026-08-03,44057.01,42809.95,44057.01,660.86,118.95,1247.060000000005,0.0,2.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹44,057.01, while settled amount is ₹42,809.95, creating a difference of ₹1,247.06.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",UPI,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,"The settlement amount is less than the payment amount, and the provided fees and tax do not fully account for the discrepancy, indicating an additional or incorrectly applied deduction.","The Payment Amount (₹44,057.01) matches the Invoice Amount (₹44,057.01), resulting in an Invoice Difference of ₹0.00. However, the Settlement Amount is ₹42,809.95, leading to a Settlement Difference of ₹1,247.06 (₹44,057.01 - ₹42,809.95). The sum of the provided Fees (₹660.86) and Tax (₹118.95) totals ₹779.81. When these known deductions are subtracted from the Payment Amount, the expected settlement would be ₹43,277.20 (₹44,057.01 - ₹779.81). The actual Settlement Amount is ₹42,809.95. This leaves an unaccounted difference of ₹467.25 (₹43,277.20 - ₹42,809.95), which means the entire settlement variance is not covered by the listed Fees and Tax.",Investigate the detailed breakdown of the settlement from the payment processor (UPI) or bank to identify all deductions applied and clarify the unaccounted difference of ₹467.25. Request a comprehensive settlement report for Transaction ID TXN00121.,True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00018,PAY00122,TXN00122,INV00122,CUST0014,2026-07-06,2026-07-13,23277.98,23277.98,23277.98,349.17,62.85,0.0,0.0,7.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 7.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,UPI,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Delayed processing by the payment processor or intermediary bank.,"The detected issue is a 'DELAYED_SETTLEMENT' with an explicit settlement delay of 7.0 days, as indicated by the Payment Date (2026-07-06) and Settlement Date (2026-07-13). All financial amounts—Payment Amount (₹23,277.98), Settlement Amount (23277.98), and Invoice Amount (₹23,277.98)—match precisely, resulting in a Settlement Difference of ₹0.00 and Invoice Difference of ₹0.00. This confirms that the correct funds were eventually settled, and the exception pertains solely to the timing of the settlement, not a financial discrepancy. The payment method is UPI, which typically has faster settlement times, making a 7-day delay unusual and warranting further investigation into the processing chain.","Investigate the root cause of the 7-day settlement delay. This includes reviewing the payment processor's standard settlement timelines for UPI transactions, checking detailed transaction status logs, and identifying any potential bank holidays or internal processing hold-ups between the payment and settlement dates. Contact the payment processor for clarification if the delay falls outside their service level agreement (SLA).",True,REVIEW_SETTLEMENT_DELAY,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00019,PAY00123,TXN00123,INV00123,CUST0090,2026-07-31,,52136.9,,52136.9,,,,0.0,,MISSING_SETTLEMENT,HIGH,"Payment PAY00123 for ₹52,136.90 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,WALLET,INR,HIGH,AI_INVESTIGATION,NOT_AUTOMATED,PENDING,v1.0,HIGH,"The settlement for Payment ID PAY00123, made via WALLET, has not been recorded or received.","The detected issue is 'MISSING_SETTLEMENT', supported by 'Settlement Amount: nan', 'Settlement Date: nan', and 'Settlement Difference: nan'. The Payment Amount (₹52,136.90) perfectly matches the Invoice Amount, with an 'Invoice Difference' of ₹0.00, indicating the customer paid the correct amount. The payment was made on 2026-07-31. The absence of a corresponding settlement record for a completed payment of this amount, especially with a 'HIGH' current severity, indicates a significant financial discrepancy requiring immediate attention.","Initiate an investigation with the WALLET payment provider to ascertain the settlement status of Payment ID PAY00123. Concurrently, verify internal banking records and relevant payment gateway reports to trace the funds and identify the exact point of failure or delay in the settlement process.",True,VERIFY_SETTLEMENT,HIGH,REQUIRED,VERIFIED,True,FINANCE_REVIEWER,APPROVE,Approved for controlled sandbox execution.,SANDBOX_VERIFIED,VERIFIED
EXC00020,PAY00127,TXN00127,INV00127,CUST0166,2026-07-08,2026-07-11,97033.38,95281.58,97033.38,1455.5,261.99,1751.800000000003,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹97,033.38, while settled amount is ₹95,281.58, creating a difference of ₹1,751.80.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",WALLET,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00021,PAY00131,TXN00131,INV00131,CUST0008,2026-08-05,2026-08-13,41095.07,41095.07,41095.07,616.43,110.96,0.0,0.0,8.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 8.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,CARD,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Review settlement timing and check whether the delay is within the expected processing window.,True,REVIEW_SETTLEMENT_DELAY,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00022,PAY00135,TXN00135,INV00135,CUST0002,2026-07-19,2026-07-22,72742.07,71721.82,72742.07,1091.13,196.4,1020.25,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹72,742.07, while settled amount is ₹71,721.82, creating a difference of ₹1,020.25.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",WALLET,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,"Discrepancy in the application or recording of fees and taxes, resulting in a settlement amount that does not align with the sum of stated deductions.","The Payment Amount (₹72,742.07) perfectly matches the Invoice Amount (₹72,742.07), confirmed by an Invoice Difference of ₹0.00. However, an AMOUNT_MISMATCH is detected in the settlement. The sum of stated Fees (₹1,091.13) and Tax (₹196.40) totals ₹1,287.53. The actual Settlement Difference, calculated as Payment Amount minus Settlement Amount (₹72,742.07 - ₹71,721.82), is ₹1,020.25. This indicates that the amount actually deducted from the payment to arrive at the settlement was ₹1,020.25, which is ₹267.28 less than the combined stated Fees and Tax (₹1,287.53). Therefore, the Settlement Amount received is higher than it would have been if all stated fees and taxes were applied, pointing to a discrepancy in the fee or tax calculation/application or recording.","Investigate the discrepancy by reconciling the transaction with the payment gateway/wallet statement (PAY00135, TXN00135) to verify the actual fees and taxes applied, and compare them against the internal records for Fees (₹1,091.13) and Tax (₹196.40).",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00023,PAY00139,TXN00139,INV00139,CUST0258,2026-08-07,2026-08-08,33533.47,32434.16,33533.47,503.0,90.54,1099.3100000000013,0.0,1.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹33,533.47, while settled amount is ₹32,434.16, creating a difference of ₹1,099.31.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",UPI,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00024,PAY00140,TXN00140,INV00140,CUST0234,2026-07-01,2026-07-02,72383.16,71391.13,72383.16,1085.75,195.44,992.0299999999988,0.0,1.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹72,383.16, while settled amount is ₹71,391.13, creating a difference of ₹992.03.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",WALLET,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,MEDIUM,"Discrepancy between reported fees and tax, and the actual deductions applied to the payment for settlement.","The Payment Amount (₹72,383.16) matches the Invoice Amount exactly (₹72,383.16), resulting in an Invoice Difference of ₹0.00. This indicates the customer paid the correct amount. However, an AMOUNT_MISMATCH is detected due to the Settlement Difference of ₹992.03 (Payment Amount - Settlement Amount). The sum of the reported Fees (₹1,085.75) and Tax (₹195.44) is ₹1,281.19. This combined amount of reported fees and tax is greater than the actual Settlement Difference (₹992.03). This discrepancy of ₹289.16 (₹1,281.19 - ₹992.03) indicates that either the recorded fees and tax amounts are incorrect, or there is an unrecorded adjustment or credit impacting the final settlement amount, leading to an inconsistency in the financial records.","Investigate the detailed breakdown of the Fees and Tax from the payment processor's statement or system logs for Transaction ID TXN00140. Reconcile these details against the internally recorded Fees (₹1,085.75) and Tax (₹195.44) to identify the source of the ₹289.16 difference and understand how the Settlement Amount (₹71,391.13) was derived.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00025,PAY00142,TXN00142,INV00142,CUST0274,2026-07-25,2026-07-28,95436.89,95206.89,95436.89,1431.55,257.68,230.0,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹95,436.89, while settled amount is ₹95,206.89, creating a difference of ₹230.00.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",WALLET,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00026,PAY00143,TXN00143,INV00143,CUST0148,2026-07-15,2026-07-16,74803.25,74803.25,78724.91,1122.05,201.97,0.0,-3921.660000000004,1.0,INVOICE_MISMATCH,MEDIUM,"Payment amount is ₹74,803.25, while invoice amount is ₹78,724.91, creating a difference of ₹3,921.66.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,WALLET,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Compare the payment with the corresponding invoice and verify whether the invoice amount or payment amount is incorrect.,True,REVIEW_INVOICE_DIFFERENCE,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00027,PAY00155,TXN00155,INV00155,CUST0297,2026-07-24,,73369.8,,73369.8,,,,0.0,,MISSING_SETTLEMENT,HIGH,"Payment PAY00155 for ₹73,369.80 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR,HIGH,AI_INVESTIGATION,NOT_AUTOMATED,PENDING,v1.0,HIGH,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,HIGH,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00028,PAY00158,TXN00158,INV00158,CUST0240,2026-07-05,2026-07-08,14505.32,12543.43,14505.32,217.58,39.16,1961.89,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹14,505.32, while settled amount is ₹12,543.43, creating a difference of ₹1,961.89.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",CARD,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00029,PAY00162,TXN00162,INV00162,CUST0114,2026-08-11,,6790.1,,6790.1,,,,0.0,,MISSING_SETTLEMENT,MEDIUM,"Payment PAY00162 for ₹6,790.10 has no settlement record.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,WALLET,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00030,PAY00165,TXN00165,INV00165,CUST0277,2026-07-27,2026-07-28,58940.36,57256.34,58940.36,884.11,159.14,1684.020000000004,0.0,1.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹58,940.36, while settled amount is ₹57,256.34, creating a difference of ₹1,684.02.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",CARD,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00031,PAY00168,TXN00168,INV00168,CUST0032,2026-07-26,2026-07-27,27950.2,27950.2,27950.2,419.25,75.47,0.0,0.0,1.0,DUPLICATE_PAYMENT,MEDIUM,"Payment PAY00168 matches another payment on invoice, customer, amount and payment date.",Check transaction identifiers and payment history to determine whether the payment was processed more than once.,UPI,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Check transaction identifiers and payment history to determine whether the payment was processed more than once.,True,INVESTIGATE_DUPLICATE,HIGH,REQUIRED,VERIFIED,True,FINANCE_REVIEWER,APPROVE,Approved for controlled sandbox execution.,SANDBOX_VERIFIED,VERIFIED
EXC00032,PAY00168_DUP,TXN00168_DUP,INV00168,CUST0032,2026-07-26,,27950.2,,27950.2,,,,0.0,,MISSING_SETTLEMENT;DUPLICATE_PAYMENT,MEDIUM,"Payment PAY00168_DUP for ₹27,950.20 has no settlement record. Payment PAY00168_DUP matches another payment on invoice, customer, amount and payment date.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,UPI,INR,MEDIUM,AI_INVESTIGATION,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Verify settlement status with the payment processor and check whether the settlement batch is missing.,True,VERIFY_SETTLEMENT,HIGH,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00033,PAY00179,TXN00179,INV00179,CUST0300,2026-08-05,2026-08-19,71359.2,71359.2,71359.2,1070.39,192.67,0.0,0.0,14.0,DELAYED_SETTLEMENT,MEDIUM,Settlement occurred 14.0 days after payment.,Review settlement timing and check whether the delay is within the expected processing window.,WALLET,INR,MEDIUM,HUMAN_REVIEW,NOT_AUTOMATED,PENDING,v1.0,MEDIUM,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.",Review settlement timing and check whether the delay is within the expected processing window.,True,REVIEW_SETTLEMENT_DELAY,MEDIUM,REQUIRED,PENDING_APPROVAL,False,,PENDING,,NOT_EXECUTED,PENDING_APPROVAL
EXC00034,PAY00180,TXN00180,INV00180,CUST0259,2026-08-08,2026-08-11,43304.83,41835.23,43304.83,649.57,116.92,1469.5999999999983,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹43,304.83, while settled amount is ₹41,835.23, creating a difference of ₹1,469.60.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",UPI,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
EXC00035,PAY00190,TXN00190,INV00190,CUST0159,2026-07-22,2026-07-25,35426.83,34565.34,35426.83,531.4,95.65,861.4900000000052,0.0,3.0,AMOUNT_MISMATCH,LOW,"Payment amount is ₹35,426.83, while settled amount is ₹34,565.34, creating a difference of ₹861.49.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",CARD,INR,LOW,RULE_BASED_REVIEW,SAFE_REVIEW_ONLY,PENDING,v1.0,LOW,Unable to complete AI investigation.,"The deterministic reconciliation engine detected the exception, but the AI investigation could not be completed. The transaction should be reviewed using the available financial evidence.","Compare settlement amount, processing fees, taxes and adjustments to determine the reason for the difference.",True,REVIEW_SETTLEMENT_DIFFERENCE,LOW,NOT_REQUIRED,READY_FOR_REVIEW,False,,PENDING,,NOT_EXECUTED,READY_FOR_REVIEW
